num,title,description,format,status,AdDate,category,category1,category1_desc,category2,category2_desc,category3,category3_desc,Code,Campaign,Objective,Budget,Product,Start_Date,End_Date,Audience_Interest,Audience_Segment,Client,Client_Budget,City
1041,Tech Tuesday: Exclusive Tech Offers Await!,Tech Tuesday is here with exclusive offers on the latest gadgets and tech. Don't miss out on the tech extravaganza!,Display Ads,Archived,2023-01-15,"['Home', 'Bedroom', 'Bedding', 'Sheets']",Home,Create a cozy and welcoming home with our premium home decor and essentials for every room.,Bedroom,Create a relaxing and comfortable bedroom with our premium bedding essentials.,Bedding,Create a cozy and inviting bedroom atmosphere with our high-quality bedding essentials.,230000 GadgetGalaxy 2020-09-19,GadgetGalaxy,Promote latest gadgets and tech,500000,Oviedo Shorts M 41.99  Winter Cotton,2020-09-19,2022-09-19,Outdoor Activities - Fitness,18-40,Distribuciones VL S.Coop.,527000,"Navarra, Spain"
1042,Friday Frenzy: Flash Deals for 24 Hours Only!,Flash Friday Sale is here! Enjoy massive discounts for 24 hours only. Act fast and grab the hottest deals before they're gone!,Rich Media Ads,Scheduled,2024-07-31,"['Sports', 'Outdoor', 'Camping']",Sports,Gear up for your favorite sports activities with our high-quality sports equipment and apparel.,Outdoor,Embrace the great outdoors with our outdoor gear and essentials for camping and hiking.,Camping,Embark on outdoor adventures with our camping gear and essentials.,490000 GameOn 2021-03-31,GameOn,Encourage gaming enthusiasts,5500000,Tenerife Sweatshirt XL Official 61.32  Summer Blend,2021-03-31,2021-11-30,Gardening - Outdoor,30-60,Construcción del Levante S.A.,311000,"Albacete, Spain"
1043,Foodie's Delight: Savor Irresistible Flavors!,Indulge in a culinary adventure with Foodie Fiesta. Savor the flavors of our exclusive deals on gourmet delights!,Rich Media Ads,Paused,2021-06-14,"['Home', 'Kitchen', 'Appliances', 'Coffee Makers']",Home,Create a cozy and welcoming home with our premium home decor and essentials for every room.,Kitchen,Equip your kitchen with top-quality cookware and appliances for a culinary haven.,Appliances,Upgrade your kitchen with innovative and efficient kitchen appliances.,340000 FitnessFiesta 2022-01-19,FitnessFiesta,Fitness-related promotions,6500000,Athletic Club Cap L Official 21.32 UV Protection,2022-01-19,2023-01-19,Cars - Automotive,25-50,Cornelio Pagès Aznar S.L.,586000,"Palencia, Spain"
1044,Celebrate the Holidays with Special Discounts!,Join the festive celebration with our special holiday discounts. Make your holidays extra special with our exclusive offers!,Chatbot Ads,Rejected,2024-09-26,"['Toys', 'Educational', 'STEM']",Toys,Bring joy to your little ones with our selection of educational and entertaining toys.,Educational,Encourage learning through play with our educational toys and games.,STEM,Encourage STEM education and curiosity with our selection of STEM toys.,200000 FoodieFiesta 2021-07-20,FoodieFiesta,Culinary delights and food promotions,900000,Elche Coat S 186.32  Winter Cotton,2021-07-20,2022-07-20,Sports - Fitness,18-40,Comercial Globales S.C.P,876000,"Valencia, Spain"
1045,Adventure Awaits: Explore New Horizons!,Embark on a new adventure with Adventure Awaits. Explore new horizons with our specially curated adventure-themed products!,Display Ads,Active,2024-03-13,"['Clothing', ""Children's Clothing"", 'Toddlers', 'Dresses']",Clothing,Revamp your wardrobe with the latest fashion trends. Explore a wide range of stylish clothing options.,Children's Clothing,Dress your little ones in stylish and comfortable clothing designed for every age.,Toddlers,Explore adorable clothing and essentials designed for toddlers.,410000 CozyComforts 2022-04-22,CozyComforts,Promote cozy and comfortable items,50000,Alhama Bermuda Shorts M 58.49  All Seasons Polyester,2022-04-22,2024-04-22,Science Fiction - Technology,15-35,Desarrollo del Mediterráneo S.L.N.E,717000,"Málaga, Spain"
1046,Discover the Ultimate Summer Deals!,Uncover the best summer deals that will make your season unforgettable. Discover a world of ultimate summer savings!,Interactive Ads,Suspended,2021-01-20,"['Beauty', 'Skincare', 'Moisturizers']",Beauty,"Enhance your beauty routine with our skincare, haircare, and beauty products for a radiant look.",Skincare,Pamper your skin with our skincare products designed to enhance your natural beauty.,Moisturizers,Hydrate and nourish your skin with our range of moisturizers for every skin type.,340000 GadgetGalaxy 2020-09-19,GadgetGalaxy,Promote latest gadgets and tech,500000,Sporting Huelva Boots XL 210.64 Football  Waterproof Lace-up,2020-09-19,2022-09-19,Outdoor Activities - Fitness,18-40,Distribuciones VL S.Coop.,527000,"Navarra, Spain"
1047,Tech Tuesday: Exclusive Tech Offers Await!,Tech Tuesday is here with exclusive offers on the latest gadgets and tech. Don't miss out on the tech extravaganza!,Social Media Ads,Scheduled,2018-03-11,"['Books', 'Fiction', 'Mystery']",Books,Immerse yourself in captivating stories and gain knowledge with our diverse collection of books.,Fiction,Escape into captivating fictional worlds with our diverse collection of fiction books.,Mystery,Unravel mysteries and suspenseful tales with our captivating mystery novels.,485000 FitnessFiesta 2022-01-19,FitnessFiesta,Fitness-related promotions,6500000,Betis Cup Official 50.64 Microwave and Dishwasher Safe,2022-01-19,2023-01-19,Cars - Automotive,25-50,Cornelio Pagès Aznar S.L.,586000,"Palencia, Spain"
1048,Gadget Galore: Unbox the Latest Innovations!,Gadget Galaxy is calling! Discover the latest gadgets and tech innovations at irresistible prices. Upgrade your tech game today!,Pop-up Ads,Suspended,2022-03-19,"['Beauty', 'Skincare', 'Moisturizers']",Beauty,"Enhance your beauty routine with our skincare, haircare, and beauty products for a radiant look.",Skincare,Pamper your skin with our skincare products designed to enhance your natural beauty.,Moisturizers,Hydrate and nourish your skin with our range of moisturizers for every skin type.,50000 AdventureAwaits 2022-07-27,AdventureAwaits,Encourage adventure-themed purchases,14000,Sevilla Coat 3XL 255.65  Winter Cotton,2022-07-27,2024-07-27,Family - Parenting,25-45,Servicios TWIB S.Com.,864000,"Toledo, Spain"
1049,Pet Paradise: Treat Your Furry Friends!,Explore the digital world with Digital Discoveries. Stay updated with the latest in technology and digital innovations!,Video Ads,Completed,2017-11-09,"['Home', 'Bedroom', 'Bedding', 'Sheets']",Home,Create a cozy and welcoming home with our premium home decor and essentials for every room.,Bedroom,Create a relaxing and comfortable bedroom with our premium bedding essentials.,Bedding,Create a cozy and inviting bedroom atmosphere with our high-quality bedding essentials.,315000 BackToSchoolDeals 2022-05-29,BackToSchoolDeals,Attract students with special deals,300000,Celta Vigo Coat L Official 259.98  Winter Cotton,2022-05-29,2022-08-29,Pets - Pet Care,30-60,Melero y Ruano S.A.,791000,"Navarra, Spain"
1050,Jet Set Go: Travel Essentials at Unbeatable Prices!,Plan your next escape with Travel Treats! Explore exclusive discounts on travel essentials and accessories. Bon voyage!,Social Media Ads,Expired,2022-08-14,"['Books', 'Non-Fiction', 'Biography']",Books,Immerse yourself in captivating stories and gain knowledge with our diverse collection of books.,Non-Fiction,Expand your knowledge and insights with our thought-provoking non-fiction books.,Biography,Gain insights into the lives of inspiring individuals with our collection of biographies.,150000 YearEndClearance 2023-08-20,YearEndClearance,Clear out year-end inventory,50000,Ponferradina Goalkeeper Gloves S Official 209.98,2023-08-20,2024-08-20,Wellness - Fitness,22-50,Comercializadora Ayala S.Coop.,825000,"Zaragoza, Spain"
1051,Fall Fashion Frenzy: Embrace the Season!,Embrace the fall season with our Fall Fashion Frenzy. Stay on trend and cozy up with our stylish fall essentials!,Augmented Reality Ads,Active,2017-12-26,"['Beauty', 'Haircare', 'Conditioners', 'Hydrating']",Beauty,"Enhance your beauty routine with our skincare, haircare, and beauty products for a radiant look.",Haircare,Nourish and style your hair with our range of premium haircare products.,Conditioners,Keep your hair silky-smooth with our hydrating and nourishing hair conditioners.,460000 BackToSchoolDeals 2022-05-29,BackToSchoolDeals,Attract students with special deals,300000,Las Palmas Socks S Official 21.31 All sports  Sweet fit,2022-05-29,2022-08-29,Pets - Pet Care,30-60,Melero y Ruano S.A.,791000,"Navarra, Spain"
1052,Cozy Comforts: Stay Warm and Cozy!,Cozy up with our collection of warm and comfortable essentials. Stay warm and stylish with our Cozy Comforts!,Banner Ads,Archived,2023-07-21,"['Home', 'Bedroom', 'Bedding', 'Sheets']",Home,Create a cozy and welcoming home with our premium home decor and essentials for every room.,Bedroom,Create a relaxing and comfortable bedroom with our premium bedding essentials.,Bedding,Create a cozy and inviting bedroom atmosphere with our high-quality bedding essentials.,185000 FitnessFiesta 2022-01-19,FitnessFiesta,Fitness-related promotions,6500000,Granada Backpack  69.99 Multi-Compartment,2022-01-19,2023-01-19,Cars - Automotive,25-50,Cornelio Pagès Aznar S.L.,586000,"Palencia, Spain"
1053,Mindful Moments: Find Your Inner Peace!,Find your inner peace with Mindful Moments. Explore products that promote mindfulness and relaxation!,Affiliate Marketing,Suspended,2021-11-11,"['Electronics', 'Tablets']",Electronics,Stay connected and updated with cutting-edge electronic gadgets and devices.,Tablets,Experience versatility and portability with our range of tablets for work and entertainment.,,,170000 MindfulMoments 2021-09-24,MindfulMoments,Promote mindfulness and relaxation,12000,Alhama Socks S Official 12.99 All sports  Sweet fit,2021-09-24,2023-09-24,Reading - Education,20-60,Tecnologías Peinado S.A.,490000,"Sevilla, Spain"
1054,Digital Discoveries: Explore the Digital World!,Explore the digital world with Digital Discoveries. Stay updated with the latest in technology and digital innovations!,Display Ads,Scheduled,2024-07-12,"['Books', 'Fiction', 'Mystery']",Books,Immerse yourself in captivating stories and gain knowledge with our diverse collection of books.,Fiction,Escape into captivating fictional worlds with our diverse collection of fiction books.,Mystery,Unravel mysteries and suspenseful tales with our captivating mystery novels.,130000 BackToSchoolDeals 2022-05-29,BackToSchoolDeals,Attract students with special deals,300000,Real Madrid Boots S 151.98 Football  Waterproof Lace-up,2022-05-29,2022-08-29,Pets - Pet Care,30-60,Melero y Ruano S.A.,791000,"Navarra, Spain"
1055,Mindful Moments: Find Your Inner Peace!,Find your inner peace with Mindful Moments. Explore products that promote mindfulness and relaxation!,Virtual Reality Ads,Active,2021-09-06,"['Beauty', 'Skincare', 'Cleansers']",Beauty,"Enhance your beauty routine with our skincare, haircare, and beauty products for a radiant look.",Skincare,Pamper your skin with our skincare products designed to enhance your natural beauty.,Cleansers,Refresh and cleanse your skin with our range of effective skincare cleansers.,50000 FlashFriday 2022-10-05,FlashFriday,Create urgency with flash sales,20000,Almería Goalkeeper Gloves M Official 194.98,2022-10-05,2023-10-05,Mindfulness - Self-Care,20-45,Luna y Guitart S.L.U.,411000,"Badajoz, Spain"
1056,Spring into Savings with Our Latest Offers!,Kickstart 2024 with new savings and exclusive deals. Explore a world of opportunities with our New Year collection!,Search Ads,Rejected,2021-02-13,"['Beauty', 'Skincare', 'Moisturizers']",Beauty,"Enhance your beauty routine with our skincare, haircare, and beauty products for a radiant look.",Skincare,Pamper your skin with our skincare products designed to enhance your natural beauty.,Moisturizers,Hydrate and nourish your skin with our range of moisturizers for every skin type.,400000 SizzlingSavings 2020-11-20,SizzlingSavings,Offer hot deals on a variety of products,500000,Atlético Madrid Cup  33.32 Microwave and Dishwasher Safe,2020-11-20,2025-11-20,Art - Creativity,20-50,Serra y asociados S.Coop.,620000,"Zaragoza, Spain"
1057,"Wellness Wonderland: Healthier Choices, Happier You!",Take a break and focus on your well-being. Wellness Week brings you discounts on self-care products and more!,Email Marketing,Completed,2024-08-17,"['Home', 'Bedroom', 'Bedding', 'Sheets']",Home,Create a cozy and welcoming home with our premium home decor and essentials for every room.,Bedroom,Create a relaxing and comfortable bedroom with our premium bedding essentials.,Bedding,Create a cozy and inviting bedroom atmosphere with our high-quality bedding essentials.,370000 CozyComforts 2022-04-22,CozyComforts,Promote cozy and comfortable items,50000,Athletic Club Jersey XL 53.32  All Seasons Polyester,2022-04-22,2024-04-22,Science Fiction - Technology,15-35,Desarrollo del Mediterráneo S.L.N.E,717000,"Málaga, Spain"
1058,Unleash Your Style with Our Spring Collection!,"Step into the new year with style and savings. Kickstart 2024 with our exclusive collection. New year, new savings!",Interstitial Ads,Scheduled,2017-09-04,"['Clothing', 'Accessories', 'Hats']",Clothing,Revamp your wardrobe with the latest fashion trends. Explore a wide range of stylish clothing options.,Accessories,"Complete your look with our fashionable accessories, from hats to scarves.",Hats,Top off your look with our stylish and functional hats for every occasion.,225000 WellnessWeek 2023-11-20,WellnessWeek,Emphasize wellness and self-care,50000,Málaga Sweatshirt XS Official 103.97  Summer Blend,2023-11-20,2024-01-20,Digital Marketing - Business,25-55,Lozano y asociados S.A.,161000,"Lleida, Spain"
1059,Cozy Comforts: Stay Warm and Cozy!,Cozy up with our collection of warm and comfortable essentials. Stay warm and stylish with our Cozy Comforts!,Pop-up Ads,Suspended,2019-09-29,"['Books', 'Fiction', 'Mystery']",Books,Immerse yourself in captivating stories and gain knowledge with our diverse collection of books.,Fiction,Escape into captivating fictional worlds with our diverse collection of fiction books.,Mystery,Unravel mysteries and suspenseful tales with our captivating mystery novels.,335000 TravelTreats 2020-04-18,TravelTreats,Encourage travel-related purchases,100000,Levante Boots M 98.65 Football  Waterproof Lace-up,2020-04-18,2022-04-18,Music - Entertainment,18-40,Servicios Castellana S.A.,726000,"Madrid, Spain"
